time_s,satellite,target_id,true_az_rad,true_el_rad,meas_az_rad,meas_el_rad,kf_az_rad,kf_el_rad,kf_az_rate_rad_s,kf_el_rate_rad_s,kf_az_acc_rad_s2,kf_el_acc_rad_s2,innov_az_rad,innov_el_rad,kf_var_az,kf_var_el
330.0,GEO-2,1,3.034828631723981,-0.5192381720542182,3.034055976969825,-0.5211811063466408,3.034055976969825,-0.5211811063466408,-0.00022503451710127466,-1.3324722817409374e-05,0.0,0.0,0.0,0.0,2.4991386167043036e-07,2.4991386167043036e-07
330.0,GEO-3,1,2.880632023691558,-0.12393890696292925,2.8806687435959826,-0.12364691111502785,2.8806687435959826,-0.12364691111502785,-0.00011448125176274359,0.00031338450612151123,0.0,0.0,0.0,0.0,2.4991386167043036e-07,2.4991386167043036e-07
330.0,GEO-1,2,2.281077292881385,0.3126144581198757,2.278498215500852,0.313169365449039,2.278498215500852,0.313169365449039,-0.0006701512438060941,1.5013048143780461e-05,0.0,0.0,0.0,0.0,2.4991386167043036e-07,2.4991386167043036e-07
330.0,GEO-2,2,3.022205246821933,-0.5229278765234756,3.0228228801372063,-0.5233976721308763,3.0228228801372063,-0.5233976721308763,-0.0002121498766755714,-0.00014785672479961098,0.0,0.0,0.0,0.0,2.4991386167043036e-07,2.4991386167043036e-07
330.0,GEO-3,2,2.869214405238719,-0.12701467121277607,2.8693265282936307,-0.12729532937506502,2.8693265282936307,-0.12729532937506502,-0.00036753729383560697,0.00018055470446805554,0.0,0.0,0.0,0.0,2.4991386167043036e-07,2.4991386167043036e-07
340.0,GEO-1,1,2.2891758963016793,0.31820738609072935,2.288338793735776,0.31784733111024027,2.288338793735776,0.31784733111024027,-0.00029572433812465884,7.694731583901548e-05,0.0,0.0,0.0,0.0,2.4991386139997824e-07,2.4991386139997824e-07
340.0,GEO-2,1,3.0323942998009947,-0.5179705428459064,3.033745903635669,-0.519421159933337,3.033745903635669,-0.519421159933337,-3.100733341558915e-05,0.00017599464133037922,0.0,0.0,0.0,0.0,2.4991386139997824e-07,2.4991386139997824e-07
340.0,GEO-3,1,2.878466023320566,-0.12234440264616116,2.8787032156013255,-0.12216028489054691,2.8787032156013255,-0.12216028489054691,-0.00019655279946571014,0.00014866262244809386,0.0,0.0,0.0,0.0,2.4991386139997824e-07,2.4991386139997824e-07
340.0,GEO-1,2,2.2782871239664493,0.31298977066454076,2.2775794936624028,0.31254943145892916,2.2775794936624028,0.31254943145892916,-9.187218384494322e-05,-6.199339901098444e-05,0.0,0.0,0.0,0.0,2.4991386139997824e-07,2.4991386139997824e-07
340.0,GEO-2,2,3.018217825526859,-0.5221056123996259,3.016817412123015,-0.5229575745891515,3.016817412123015,-0.5229575745891515,-0.0006005468014191439,4.400975417248043e-05,0.0,0.0,0.0,0.0,2.4991386139997824e-07,2.4991386139997824e-07
340.0,GEO-3,2,2.8656808052152156,-0.12587538735420475,2.865695757045203,-0.1255486714508234,2.865695757045203,-0.1255486714508234,-0.0003630771248427589,0.00017466579242416124,0.0,0.0,0.0,0.0,2.4991386139997824e-07,2.4991386139997824e-07
350.0,GEO-1,1,2.287480510875792,0.31924605093507014,2.2865821340734556,0.3223023933836467,2.2865821340734556,0.3223023933836467,-0.00017566596623206366,0.00044550622734064184,0.0,0.0,0.0,0.0,2.499138612041292e-07,2.499138612041292e-07
350.0,GEO-2,1,3.029953971935981,-0.5166755389977044,3.02938362738622,-0.5165482089936156,3.02938362738622,-0.5165482089936156,-0.0004362276249449071,0.0002872950939721397,0.0,0.0,0.0,0.0,2.499138612041292e-07,2.499138612041292e-07
350.0,GEO-3,1,2.8763046610250864,-0.12074724676571141,2.8760740809439502,-0.12114702655036211,2.8760740809439502,-0.12114702655036211,-0.00026291346573752427,0.00010132583401848,0.0,0.0,0.0,0.0,2.499138612041292e-07,2.499138612041292e-07
350.0,GEO-1,2,2.2755676356816723,0.3133382941942095,2.27686870460464,0.31285948281344983,2.27686870460464,0.31285948281344983,-7.10789057762895e-05,3.1005135452066845e-05,0.0,0.0,0.0,0.0,2.499138612041292e-07,2.499138612041292e-07
350.0,GEO-2,2,3.0142249963127177,-0.5212339393241867,3.0155593851275833,-0.5200921230417415,3.0155593851275833,-0.5200921230417415,-0.00012580269954316493,0.0002865451547410025,0.0,0.0,0.0,0.0,2.499138612041292e-07,2.499138612041292e-07
350.0,GEO-3,2,2.862160126698714,-0.12472685633129316,2.861114461536112,-0.12369136283731827,2.861114461536112,-0.12369136283731827,-0.00045812955090909215,0.00018573086135051375,0.0,0.0,0.0,0.0,2.499138612041292e-07,2.499138612041292e-07
360.0,GEO-1,1,2.2858247493066197,0.3202628693363249,2.285174371221418,0.3229993280621874,2.285174371221418,0.3229993280621874,-0.0001407762852037475,6.96934678540706e-05,0.0,0.0,0.0,0.0,2.499138610623002e-07,2.499138610623002e-07
360.0,GEO-2,1,3.027509623434504,-0.5153537060208344,3.0271237930672164,-0.5162946322550381,3.0271237930672164,-0.5162946322550381,-0.0002259834319003673,2.5357673857751006e-05,0.0,0.0,0.0,0.0,2.499138610623002e-07,2.499138610623002e-07
360.0,GEO-3,1,2.874149630307781,-0.11914826900722827,2.8722385540371596,-0.12044131416913495,2.8722385540371596,-0.12044131416913495,-0.0003835526906790676,7.057123812271581e-05,0.0,0.0,0.0,0.0,2.499138610623002e-07,2.499138610623002e-07
360.0,GEO-1,2,2.272920835823232,0.3136605168580641,2.2723401869111166,0.31266248905505717,2.2723401869111166,0.31266248905505717,-0.00045285176935232484,-1.9699375839266063e-05,0.0,0.0,0.0,0.0,2.499138610623002e-07,2.499138610623002e-07
360.0,GEO-2,2,3.010231005751035,-0.5203132541401088,3.0090023188548805,-0.5210085938702076,3.0090023188548805,-0.5210085938702076,-0.0006557066272702805,-9.164708284661315e-05,0.0,0.0,0.0,0.0,2.499138610623002e-07,2.499138610623002e-07
360.0,GEO-3,2,2.858655926396146,-0.12356981929622206,2.858449378652347,-0.12212047192157972,2.858449378652347,-0.12212047192157972,-0.0002665082883765102,0.00015708909157385458,0.0,0.0,0.0,0.0,2.499138610623002e-07,2.499138610623002e-07
370.0,GEO-1,1,2.284209654786052,0.32125768506227875,2.2825063598972437,0.3207060440637896,2.2825063598972437,0.3207060440637896,-0.00026680113241743796,-0.00022932839983977882,0.0,0.0,0.0,0.0,2.4991386095968787e-07,2.4991386095968787e-07
370.0,GEO-2,1,3.025063233240034,-0.5140056255886679,3.0241093396348333,-0.515520773383015,3.0241093396348333,-0.515520773383015,-0.00030144534323830465,7.73858872023081e-05,0.0,0.0,0.0,0.0,2.4991386095968787e-07,2.4991386095968787e-07
370.0,GEO-3,1,2.8720026142912074,-0.11754830325681637,2.8707364776346873,-0.1184540380969642,2.8707364776346873,-0.1184540380969642,-0.0001502076402472241,0.00019872760721707517,0.0,0.0,0.0,0.0,2.4991386095968787e-07,2.4991386095968787e-07
370.0,GEO-1,2,2.2703486069476915,0.31395695414319114,2.271065650383947,0.3137630535675726,2.271065650383947,0.3137630535675726,-0.00012745365271698005,0.0001100564512515445,0.0,0.0,0.0,0.0,2.4991386095968787e-07,2.4991386095968787e-07
370.0,GEO-2,2,3.006240100124613,-0.5193440440279695,3.0057021150121064,-0.5187327523333205,3.0057021150121064,-0.5187327523333205,-0.0003300203842774074,0.0002275841536887091,0.0,0.0,0.0,0.0,2.4991386095968787e-07,2.4991386095968787e-07
370.0,GEO-3,2,2.855171723942305,-0.12240503340223652,2.8554524934349037,-0.12262836224641602,2.8554524934349037,-0.12262836224641602,-0.0002996885217443346,-5.078903248362937e-05,0.0,0.0,0.0,0.0,2.4991386095968787e-07,2.4991386095968787e-07
380.0,GEO-1,1,2.28263622261409,0.32223036250015497,2.2830205084573514,0.32140201151481457,2.2830205084573514,0.32140201151481457,5.141485601076745e-05,6.959674510249591e-05,0.0,0.0,0.0,0.0,2.499138608852463e-07,2.499138608852463e-07
380.0,GEO-2,1,3.0226167808999267,-0.5126319150981323,3.0232441622418755,-0.5121649901498798,3.0232441622418755,-0.5121649901498798,-8.651773929577722e-05,0.0003355783233135234,0.0,0.0,0.0,0.0,2.499138608852463e-07,2.499138608852463e-07
380.0,GEO-3,1,2.8698652833362504,-0.11594818654014988,2.8694529790611343,-0.11716766270765319,2.8694529790611343,-0.11716766270765319,-0.00012834985735530325,0.00012863753893110064,0.0,0.0,0.0,0.0,2.499138608852463e-07,2.499138608852463e-07
380.0,GEO-1,2,2.2678527056502378,0.31422814655586595,2.2693727700104804,0.31432234756928534,2.2693727700104804,0.31432234756928534,-0.00016928803734663766,5.59294001712729e-05,0.0,0.0,0.0,0.0,2.499138608852463e-07,2.499138608852463e-07
380.0,GEO-2,2,3.0022565154860636,-0.5183268857731131,3.0053077804764436,-0.5189802948436464,3.0053077804764436,-0.5189802948436464,-3.943345356627326e-05,-2.4754251032588214e-05,0.0,0.0,0.0,0.0,2.499138608852463e-07,2.499138608852463e-07
380.0,GEO-3,2,2.851710994557008,-0.12123327007654064,2.8525638375721876,-0.1216674892378665,2.8525638375721876,-0.1216674892378665,-0.00028886558627161385,9.608730085495232e-05,0.0,0.0,0.0,0.0,2.499138608852463e-07,2.499138608852463e-07
