time_s,satellite,target_id,meas_az_rad,meas_el_rad,true_az_rad,true_el_rad,meas_sigma_rad,sat_x_km,sat_y_km,sat_z_km
40.0,GEO-2,2,3.119151985653877,-0.5275469079363009,3.1185021160012916,-0.526480568324136,0.0008660254037844387,37611.52508045379,-5394.229481126549,18766.202424234383
40.0,GEO-3,2,2.9602446352087455,-0.15600716717394103,2.9617745116994163,-0.15357329047679208,0.0008660254037844387,40546.10500375705,-11190.18001510833,5166.054999104973
50.0,GEO-1,1,2.3506401675744732,0.2801833325439076,2.3494414966750834,0.28010953918432435,0.0008660254037844387,29462.200876987186,-28481.320264708153,-10802.221968797894
50.0,GEO-2,1,3.0947199877775042,-0.5425380324548512,3.0932098683643816,-0.5425290761567407,0.0008660254037844387,37611.52508045379,-5394.229481126549,18766.202424234383
50.0,GEO-3,1,2.9357013869506035,-0.16398388913922973,2.936443542405802,-0.16446181843802937,0.0008660254037844387,40546.10500375705,-11190.18001510833,5166.054999104973
50.0,GEO-1,2,2.376334084751111,0.2892545769767174,2.376410673164048,0.29050876363869105,0.0008660254037844387,29462.200876987186,-28481.320264708153,-10802.221968797894
50.0,GEO-2,2,3.1153268809706263,-0.5251397558226729,3.116211947552077,-0.5269065351401574,0.0008660254037844387,37611.52508045379,-5394.229481126549,18766.202424234383
50.0,GEO-3,2,2.9596680587427207,-0.1524947241666574,2.9593137081473975,-0.15291111070168759,0.0008660254037844387,40546.10500375705,-11190.18001510833,5166.054999104973
60.0,GEO-1,1,2.3469447507174968,0.28092055557573575,2.347221302435818,0.2816102751395018,0.0008660254037844387,29462.200876987186,-28481.320264708153,-10802.221968797894
60.0,GEO-2,1,3.09253713183315,-0.5422113087993496,3.091645476017579,-0.542106682346676,0.0008660254037844387,37611.52508045379,-5394.229481126549,18766.202424234383
